2022-05-18 14:05:377 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:608 INFO  CreateAccountPage :120 - Enter email: Prime456@gmail.com[[ChromeDriver: chrome on WINDOWS (afc3b010b8c7d2d6844c33c72398a518)] -> xpath: //input[@id='email_create']]
2022-05-19 10:05:687 INFO  CreateAccountPage :101 - Clicking on CreateAccount: [[ChromeDriver: chrome on WINDOWS (afc3b010b8c7d2d6844c33c72398a518)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[1]/form[1]/div[1]/div[3]/button[1]/span[1]]
2022-05-19 10:05:617 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:70 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (a2ae7f4e9483eae22798ec9d456d8fb5)] -> xpath: //a[@class='login']]
2022-05-19 10:05:124 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:817 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (af77611599e7f0615791403985a26b66)] -> xpath: //a[@class='login']]
2022-05-19 10:05:886 INFO  SignInPage :52 - Enter email:  to email field [[ChromeDriver: chrome on WINDOWS (af77611599e7f0615791403985a26b66)] -> xpath: //input[@id='email']]
2022-05-19 10:05:963 INFO  SignInPage :55 - Enter Password: 123456 to password field [[ChromeDriver: chrome on WINDOWS (af77611599e7f0615791403985a26b66)] -> xpath: //input[@id='passwd']]
2022-05-19 10:05:593 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (af77611599e7f0615791403985a26b66)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-19 10:05:616 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (af77611599e7f0615791403985a26b66)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-19 10:05:552 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:261 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (7b2c102f05fc1a10ece64ce53af9ac93)] -> xpath: //a[@class='login']]
2022-05-19 10:05:416 INFO  SignInPage :52 - Enter email: abcd@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (7b2c102f05fc1a10ece64ce53af9ac93)] -> xpath: //input[@id='email']]
2022-05-19 10:05:449 INFO  SignInPage :55 - Enter Password:  to password field [[ChromeDriver: chrome on WINDOWS (7b2c102f05fc1a10ece64ce53af9ac93)] -> xpath: //input[@id='passwd']]
2022-05-19 10:05:795 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (7b2c102f05fc1a10ece64ce53af9ac93)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-19 10:05:818 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (7b2c102f05fc1a10ece64ce53af9ac93)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-19 10:05:729 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:553 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (968d2486a9113e322651b7432a9be2bb)] -> xpath: //a[@class='login']]
2022-05-19 10:05:673 INFO  SignInPage :52 - Enter email: adfdfgfg to email field [[ChromeDriver: chrome on WINDOWS (968d2486a9113e322651b7432a9be2bb)] -> xpath: //input[@id='email']]
2022-05-19 10:05:723 INFO  SignInPage :55 - Enter Password: 123456 to password field [[ChromeDriver: chrome on WINDOWS (968d2486a9113e322651b7432a9be2bb)] -> xpath: //input[@id='passwd']]
2022-05-19 10:05:647 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (968d2486a9113e322651b7432a9be2bb)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-19 10:05:668 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (968d2486a9113e322651b7432a9be2bb)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-19 10:05:635 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:608 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (e3ccd08cf2829ad750b6afa8f8221157)] -> xpath: //a[@class='login']]
2022-05-19 10:05:765 INFO  SignInPage :52 - Enter email: abcd@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (e3ccd08cf2829ad750b6afa8f8221157)] -> xpath: //input[@id='email']]
2022-05-19 10:05:787 INFO  SignInPage :55 - Enter Password: 123456 to password field [[ChromeDriver: chrome on WINDOWS (e3ccd08cf2829ad750b6afa8f8221157)] -> xpath: //input[@id='passwd']]
2022-05-19 10:05:988 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (e3ccd08cf2829ad750b6afa8f8221157)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-19 10:05:12 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (e3ccd08cf2829ad750b6afa8f8221157)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-19 10:05:33 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:846 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (deac9ca9d8eb8a669d56ffb115b690a4)] -> xpath: //a[@class='login']]
2022-05-19 10:05:984 INFO  SignInPage :52 - Enter email: Prime456@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (deac9ca9d8eb8a669d56ffb115b690a4)] -> xpath: //input[@id='email']]
2022-05-19 10:05:05 INFO  SignInPage :55 - Enter Password: Prime455 to password field [[ChromeDriver: chrome on WINDOWS (deac9ca9d8eb8a669d56ffb115b690a4)] -> xpath: //input[@id='passwd']]
2022-05-19 10:05:96 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (deac9ca9d8eb8a669d56ffb115b690a4)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-19 10:05:129 INFO  SignInPage :89 - getting signout from: Proxy element for: DefaultElementLocator 'By.xpath: //a[@title='Log me out']'
2022-05-19 10:05:931 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:250 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (71ea5c44f19a9af06a694b6a340c2f17)] -> xpath: //a[@class='login']]
2022-05-19 10:05:414 INFO  SignInPage :52 - Enter email: Prime456@gail.com to email field [[ChromeDriver: chrome on WINDOWS (71ea5c44f19a9af06a694b6a340c2f17)] -> xpath: //input[@id='email']]
2022-05-19 10:05:434 INFO  SignInPage :55 - Enter Password: Prime456 to password field [[ChromeDriver: chrome on WINDOWS (71ea5c44f19a9af06a694b6a340c2f17)] -> xpath: //input[@id='passwd']]
2022-05-19 10:05:823 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (71ea5c44f19a9af06a694b6a340c2f17)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-19 10:05:162 INFO  SignInPage :86 - Clicking on SignOutLink[[ChromeDriver: chrome on WINDOWS (71ea5c44f19a9af06a694b6a340c2f17)] -> xpath: //header/div[2]/div[1]/div[1]/nav[1]/div[2]/a[1]]
2022-05-19 10:05:185 INFO  SignInPage :93 - getting signIn text from: [[ChromeDriver: chrome on WINDOWS (71ea5c44f19a9af06a694b6a340c2f17)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-19 10:05:236 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:800 INFO  HomePage :38 - Clicking on WomenHeader: [[ChromeDriver: chrome on WINDOWS (565879ff705f908632f5b568b415a726)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-19 10:05:822 INFO  WomenCategoryPage :84 - getting Women text from: [[ChromeDriver: chrome on WINDOWS (565879ff705f908632f5b568b415a726)] -> xpath: //span[@class='category-name']]
2022-05-19 10:05:760 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:42 INFO  HomePage :38 - Clicking on WomenHeader: [[ChromeDriver: chrome on WINDOWS (453a6d5b3ca812b2a2f0a03ac9f14dce)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-19 10:05:618 INFO  WomenCategoryPage :56 - Clicking on Blouse: [[ChromeDriver: chrome on WINDOWS (453a6d5b3ca812b2a2f0a03ac9f14dce)] -> xpath: //body/div[@id='page']/div[2]/div[1]/div[3]/div[2]/ul[1]/li[2]/div[1]/div[2]/h5[1]/a[1]]
2022-05-19 10:05:644 INFO  ProductPage :72 - Clearing the Quantity: [[ChromeDriver: chrome on WINDOWS (453a6d5b3ca812b2a2f0a03ac9f14dce)] -> xpath: //input[@id='quantity_wanted']]
2022-05-19 10:05:734 INFO  ProductPage :78 - Enter Quantity: 2[[ChromeDriver: chrome on WINDOWS (453a6d5b3ca812b2a2f0a03ac9f14dce)] -> xpath: //input[@id='quantity_wanted']]
2022-05-19 10:05:946 INFO  ProductPage :83 - Selecting Size: M from dropdown [[ChromeDriver: chrome on WINDOWS (453a6d5b3ca812b2a2f0a03ac9f14dce)] -> xpath: //select[@id='group_1']]
2022-05-19 10:05:51 INFO  ProductPage :93 - Clicking on AddToCart: [[ChromeDriver: chrome on WINDOWS (453a6d5b3ca812b2a2f0a03ac9f14dce)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-19 10:05:75 INFO  ProductPage :102 - getting Product Added To CartMessage from: [[ChromeDriver: chrome on WINDOWS (453a6d5b3ca812b2a2f0a03ac9f14dce)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-19 10:05:533 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:168 INFO  HomePage :38 - Clicking on WomenHeader: [[ChromeDriver: chrome on WINDOWS (80aa99cae1dd46acc12f270b1cf4f427)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-19 10:05:194 INFO  WomenCategoryPage :60 - Clicking on Printed Dress: [[ChromeDriver: chrome on WINDOWS (80aa99cae1dd46acc12f270b1cf4f427)] -> xpath: //body/div[@id='page']/div[2]/div[1]/div[3]/div[2]/ul[1]/li[1]/div[1]/div[2]/h5[1]/a[1]]
2022-05-19 10:05:741 INFO  ProductPage :72 - Clearing the Quantity: [[ChromeDriver: chrome on WINDOWS (80aa99cae1dd46acc12f270b1cf4f427)] -> xpath: //input[@id='quantity_wanted']]
2022-05-19 10:05:844 INFO  ProductPage :78 - Enter Quantity: 3[[ChromeDriver: chrome on WINDOWS (80aa99cae1dd46acc12f270b1cf4f427)] -> xpath: //input[@id='quantity_wanted']]
2022-05-19 10:05:944 INFO  ProductPage :83 - Selecting Size: L from dropdown [[ChromeDriver: chrome on WINDOWS (80aa99cae1dd46acc12f270b1cf4f427)] -> xpath: //select[@id='group_1']]
2022-05-19 10:05:27 INFO  ProductPage :93 - Clicking on AddToCart: [[ChromeDriver: chrome on WINDOWS (80aa99cae1dd46acc12f270b1cf4f427)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-19 10:05:51 INFO  ProductPage :102 - getting Product Added To CartMessage from: [[ChromeDriver: chrome on WINDOWS (80aa99cae1dd46acc12f270b1cf4f427)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-19 10:05:414 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:822 INFO  HomePage :38 - Clicking on WomenHeader: [[ChromeDriver: chrome on WINDOWS (dc35c03f4982fb0e214e5d4aaf80afee)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-19 10:05:724 INFO  WomenCategoryPage :65 - Clicking on Printed Chiffon Dress: [[ChromeDriver: chrome on WINDOWS (dc35c03f4982fb0e214e5d4aaf80afee)] -> xpath: //a[contains(text(),'Printed Chiffon Dress')]]
2022-05-19 10:05:744 INFO  ProductPage :72 - Clearing the Quantity: [[ChromeDriver: chrome on WINDOWS (dc35c03f4982fb0e214e5d4aaf80afee)] -> xpath: //input[@id='quantity_wanted']]
2022-05-19 10:05:842 INFO  ProductPage :78 - Enter Quantity: 4[[ChromeDriver: chrome on WINDOWS (dc35c03f4982fb0e214e5d4aaf80afee)] -> xpath: //input[@id='quantity_wanted']]
2022-05-19 10:05:891 INFO  ProductPage :83 - Selecting Size: S from dropdown [[ChromeDriver: chrome on WINDOWS (dc35c03f4982fb0e214e5d4aaf80afee)] -> xpath: //select[@id='group_1']]
2022-05-19 10:05:971 INFO  ProductPage :93 - Clicking on AddToCart: [[ChromeDriver: chrome on WINDOWS (dc35c03f4982fb0e214e5d4aaf80afee)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-19 10:05:999 INFO  ProductPage :102 - getting Product Added To CartMessage from: [[ChromeDriver: chrome on WINDOWS (dc35c03f4982fb0e214e5d4aaf80afee)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-19 10:05:337 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:888 INFO  HomePage :38 - Clicking on WomenHeader: [[ChromeDriver: chrome on WINDOWS (6fb6e7c9f9a3c2d2a4d3b5c987273dc6)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-19 10:05:102 INFO  WomenCategoryPage :69 - Clicking on Printed Summer Dress with Price tag $28.98: [[ChromeDriver: chrome on WINDOWS (6fb6e7c9f9a3c2d2a4d3b5c987273dc6)] -> xpath: //body/div[@id='page']/div[2]/div[1]/div[3]/div[2]/ul[1]/li[3]/div[1]/div[2]/h5[1]/a[1]]
2022-05-19 10:05:161 INFO  ProductPage :72 - Clearing the Quantity: [[ChromeDriver: chrome on WINDOWS (6fb6e7c9f9a3c2d2a4d3b5c987273dc6)] -> xpath: //input[@id='quantity_wanted']]
2022-05-19 10:05:249 INFO  ProductPage :78 - Enter Quantity: 2[[ChromeDriver: chrome on WINDOWS (6fb6e7c9f9a3c2d2a4d3b5c987273dc6)] -> xpath: //input[@id='quantity_wanted']]
2022-05-19 10:05:343 INFO  ProductPage :83 - Selecting Size: M from dropdown [[ChromeDriver: chrome on WINDOWS (6fb6e7c9f9a3c2d2a4d3b5c987273dc6)] -> xpath: //select[@id='group_1']]
2022-05-19 10:05:411 INFO  ProductPage :93 - Clicking on AddToCart: [[ChromeDriver: chrome on WINDOWS (6fb6e7c9f9a3c2d2a4d3b5c987273dc6)] -> xpath: //span[contains(text(),'Add to cart')]]
2022-05-19 10:05:465 INFO  ProductPage :102 - getting Product Added To CartMessage from: [[ChromeDriver: chrome on WINDOWS (6fb6e7c9f9a3c2d2a4d3b5c987273dc6)] -> xpath: //h2[normalize-space()='Product successfully added to your shopping cart']]
2022-05-19 10:05:91 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:383 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //a[@class='login']]
2022-05-19 10:05:564 INFO  CreateAccountPage :120 - Enter email: Prime45688@gmail.com[[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //input[@id='email_create']]
2022-05-19 10:05:718 INFO  CreateAccountPage :101 - Clicking on CreateAccount: [[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[1]/form[1]/div[1]/div[3]/button[1]/span[1]]
2022-05-19 10:05:850 INFO  CreateAccountPage :106 - Clicking on Gender button: [[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //input[@id='id_gender2']]
2022-05-19 10:05:985 INFO  CreateAccountPage :159 - Enter Firstname: Pooja[[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //input[@id='firstname']]
2022-05-19 10:05:112 INFO  CreateAccountPage :164 - Enter address Lastname: Patel[[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //input[@id='lastname']]
2022-05-19 10:05:218 INFO  CreateAccountPage :129 - Enter Password: Prime456[[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //input[@id='passwd']]
2022-05-19 10:05:328 INFO  CreateAccountPage :134 - Selecting day28 from dropdown [[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //select[@id='days']]
2022-05-19 10:05:462 INFO  CreateAccountPage :139 - Selecting Month: 12 from dropdown [[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> id: months]
2022-05-19 10:05:553 INFO  CreateAccountPage :144 - Selecting Year: 1999 from dropdown [[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> id: years]
2022-05-19 10:05:664 INFO  CreateAccountPage :110 - Enter firstname: Mrs Pooja[[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //input[@id='customer_firstname']]
2022-05-19 10:05:760 INFO  CreateAccountPage :115 - Enter LastName: Patel[[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //input[@id='customer_lastname']]
2022-05-19 10:05:870 INFO  CreateAccountPage :169 - Enter address Company: Prime Testing[[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //input[@id='company']]
2022-05-19 10:05:03 INFO  CreateAccountPage :174 - Enter address : 10,west town[[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //input[@id='address1']]
2022-05-19 10:05:113 INFO  CreateAccountPage :184 - Enter address City: Arizona[[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //input[@id='city']]
2022-05-19 10:05:201 INFO  CreateAccountPage :189 - Select address State: Arizona[[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //select[@id='id_state']]
2022-05-19 10:05:292 INFO  CreateAccountPage :194 - Enter address ZipCode: 12345[[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //input[@id='postcode']]
2022-05-19 10:05:345 INFO  CreateAccountPage :199 - Selecting address Country: United States from dropdown [[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //select[@id='id_country']]
2022-05-19 10:05:461 INFO  CreateAccountPage :204 - Enter address AddInfo: Please send the confirmation email.[[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //textarea[@id='other']]
2022-05-19 10:05:550 INFO  CreateAccountPage :209 - Enter address Homephone: 9824054322[[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //input[@id='phone']]
2022-05-19 10:05:656 INFO  CreateAccountPage :214 - Enter address Mobile phone: 986794322[[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //input[@id='phone_mobile']]
2022-05-19 10:05:764 INFO  CreateAccountPage :219 - Enter address for futureRef: 10,Liverpool Street[[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //input[@id='alias']]
2022-05-19 10:05:950 INFO  CreateAccountPage :224 - Clicking on Register: [[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/form[1]/div[4]/button[1]/span[1]]
2022-05-19 10:05:972 INFO  CreateAccountPage :228 - Verifying my account text: [[ChromeDriver: chrome on WINDOWS (44ca77e00bd5b50bb75de4694097883a)] -> xpath: //h1[contains(text(),'My account')]]
2022-05-19 10:05:174 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:123 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (2bb33e6459087cc40bde6a1efd3f70c0)] -> xpath: //a[@class='login']]
2022-05-19 10:05:117 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:469 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (0d67ad4eb494fa25f33ad54e888220ef)] -> xpath: //a[@class='login']]
2022-05-19 10:05:534 INFO  SignInPage :52 - Enter email:  to email field [[ChromeDriver: chrome on WINDOWS (0d67ad4eb494fa25f33ad54e888220ef)] -> xpath: //input[@id='email']]
2022-05-19 10:05:578 INFO  SignInPage :55 - Enter Password: 123456 to password field [[ChromeDriver: chrome on WINDOWS (0d67ad4eb494fa25f33ad54e888220ef)] -> xpath: //input[@id='passwd']]
2022-05-19 10:05:742 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (0d67ad4eb494fa25f33ad54e888220ef)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-19 10:05:763 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (0d67ad4eb494fa25f33ad54e888220ef)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-19 10:05:718 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:948 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (18244c3a74b210f8d654712e899a49b0)] -> xpath: //a[@class='login']]
2022-05-19 10:05:83 INFO  SignInPage :52 - Enter email: abcd@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (18244c3a74b210f8d654712e899a49b0)] -> xpath: //input[@id='email']]
2022-05-19 10:05:110 INFO  SignInPage :55 - Enter Password:  to password field [[ChromeDriver: chrome on WINDOWS (18244c3a74b210f8d654712e899a49b0)] -> xpath: //input[@id='passwd']]
2022-05-19 10:05:635 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (18244c3a74b210f8d654712e899a49b0)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-19 10:05:658 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (18244c3a74b210f8d654712e899a49b0)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-19 10:05:616 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:776 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (8208b33ef24c59016d080e4d582d68c0)] -> xpath: //a[@class='login']]
2022-05-19 10:05:872 INFO  SignInPage :52 - Enter email: adfdfgfg to email field [[ChromeDriver: chrome on WINDOWS (8208b33ef24c59016d080e4d582d68c0)] -> xpath: //input[@id='email']]
2022-05-19 10:05:918 INFO  SignInPage :55 - Enter Password: 123456 to password field [[ChromeDriver: chrome on WINDOWS (8208b33ef24c59016d080e4d582d68c0)] -> xpath: //input[@id='passwd']]
2022-05-19 10:05:100 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (8208b33ef24c59016d080e4d582d68c0)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-19 10:05:123 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (8208b33ef24c59016d080e4d582d68c0)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-19 10:05:05 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:249 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (286bcbdbc4c9e1395f95f51bde582a37)] -> xpath: //a[@class='login']]
2022-05-19 10:05:379 INFO  SignInPage :52 - Enter email: abcd@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (286bcbdbc4c9e1395f95f51bde582a37)] -> xpath: //input[@id='email']]
2022-05-19 10:05:398 INFO  SignInPage :55 - Enter Password: 123456 to password field [[ChromeDriver: chrome on WINDOWS (286bcbdbc4c9e1395f95f51bde582a37)] -> xpath: //input[@id='passwd']]
2022-05-19 10:05:636 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (286bcbdbc4c9e1395f95f51bde582a37)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-19 10:05:660 INFO  SignInPage :81 - getting Error text from: [[ChromeDriver: chrome on WINDOWS (286bcbdbc4c9e1395f95f51bde582a37)] -> xpath: //div[@class='alert alert-danger']//li]
2022-05-19 10:05:538 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:968 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (dad34d716e41f237a8ff7574a4a837c4)] -> xpath: //a[@class='login']]
2022-05-19 10:05:115 INFO  SignInPage :52 - Enter email: Prime456@gmail.com to email field [[ChromeDriver: chrome on WINDOWS (dad34d716e41f237a8ff7574a4a837c4)] -> xpath: //input[@id='email']]
2022-05-19 10:05:134 INFO  SignInPage :55 - Enter Password: Prime456 to password field [[ChromeDriver: chrome on WINDOWS (dad34d716e41f237a8ff7574a4a837c4)] -> xpath: //input[@id='passwd']]
2022-05-19 10:05:117 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (dad34d716e41f237a8ff7574a4a837c4)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
2022-05-19 10:05:183 INFO  SignInPage :89 - getting signout from: Proxy element for: DefaultElementLocator 'By.xpath: //a[@title='Log me out']'
2022-05-19 10:05:504 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 10:05:848 INFO  HomePage :53 - Clicking on SignInHeader: [[ChromeDriver: chrome on WINDOWS (f0143e4cf8eb50957757510c8c998992)] -> xpath: //a[@class='login']]
2022-05-19 10:05:986 INFO  SignInPage :52 - Enter email: Prime456@gail.com to email field [[ChromeDriver: chrome on WINDOWS (f0143e4cf8eb50957757510c8c998992)] -> xpath: //input[@id='email']]
2022-05-19 10:05:13 INFO  SignInPage :55 - Enter Password: Prime456 to password field [[ChromeDriver: chrome on WINDOWS (f0143e4cf8eb50957757510c8c998992)] -> xpath: //input[@id='passwd']]
2022-05-19 10:05:439 INFO  SignInPage :61 - Clicking on SignIn: [[ChromeDriver: chrome on WINDOWS (f0143e4cf8eb50957757510c8c998992)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[2]/form[1]/div[1]/p[2]/button[1]/span[1]]
